date,year,tournament,home_team_iso,away_team_iso,home_team_score,away_team_score,neutral_venue,host_team_iso,elo_home_pre,elo_away_pre
2002-01-04,2002,Prime Minister's Cup,BHR,FIN,0,2,False,BHR,1500.0,1500.0
2002-01-04,2002,Friendly,EGY,GHA,2,0,False,EGY,1500.0,1500.0
2002-01-04,2002,Friendly,MTQ,GLP,1,3,False,MTQ,1500.0,1500.0
2002-01-05,2002,Prime Minister's Cup,ALB,MKD,0,0,True,,1500.0,1500.0
2002-01-05,2002,Friendly,KWT,ZWE,3,0,False,KWT,1500.0,1500.0
2002-01-06,2002,Friendly,CUB,GTM,0,1,False,CUB,1500.0,1500.0
2002-01-06,2002,Friendly,EGY,MLI,1,2,False,EGY,1510.8,1500.0
2002-01-06,2002,Friendly,MTQ,HTI,3,3,False,MTQ,1480.8,1500.0
2002-01-07,2002,Friendly,BFA,CMR,1,3,False,BFA,1500.0,1500.0
2002-01-07,2002,Prime Minister's Cup,BHR,MKD,1,1,False,BHR,1471.2,1500.0
2002-01-07,2002,Prime Minister's Cup,ALB,FIN,1,1,True,,1500.0,1528.8
2002-01-08,2002,Friendly,KWT,ISL,0,0,True,,1512.6,1500.0
2002-01-08,2002,Friendly,QAT,ZWE,0,2,False,QAT,1500.0,1487.4
2002-01-09,2002,Friendly,CUB,GTM,0,0,False,CUB,1487.2,1512.8
2002-01-10,2002,Prime Minister's Cup,BHR,ALB,3,0,False,BHR,1468.2,1501.2
2002-01-10,2002,Prime Minister's Cup,FIN,MKD,3,0,True,,1527.6,1503.0
2002-01-10,2002,Friendly,MLI,ZMB,1,1,False,MLI,1513.1,1500.0
2002-01-10,2002,Friendly,SAU,ISL,1,0,False,SAU,1500.0,1500.4
2002-01-11,2002,Friendly,TUN,CMR,0,1,False,TUN,1500.0,1519.2
2002-01-11,2002,Friendly,IRQ,OMN,2,0,True,,1500.0,1500.0
2002-01-11,2002,Friendly,EGY,BFA,2,2,False,EGY,1497.7,1480.8
2002-01-11,2002,Friendly,GRD,TTO,2,3,False,GRD,1500.0,1500.0
2002-01-12,2002,Friendly,ECU,GTM,1,0,False,ECU,1500.0,1514.9
2002-01-12,2002,Friendly,CIV,NGA,1,1,False,CIV,1500.0,1500.0
2002-01-13,2002,Friendly,MAR,GIN,2,1,False,MAR,1500.0,1500.0
2002-01-13,2002,Friendly,QAT,IRQ,1,3,False,QAT,1480.3,1515.0
2002-01-14,2002,Friendly,DZA,BEN,4,0,False,DZA,1500.0,1500.0
2002-01-15,2002,Friendly,ZAF,AGO,1,0,False,ZAF,1500.0,1500.0
2002-01-16,2002,Gulf Cup,SAU,KWT,1,1,False,SAU,1507.2,1512.2
2002-01-16,2002,Friendly,GMB,MAR,0,2,False,GMB,1500.0,1507.2
2002-01-17,2002,Gulf Cup,ARE,OMN,1,0,True,,1500.0,1485.0
2002-01-17,2002,Gulf Cup,QAT,BHR,1,0,True,,1462.5,1489.4
2002-01-18,2002,Gold Cup,HTI,CAN,0,2,True,,1502.3,1500.0
2002-01-18,2002,Gold Cup,MTQ,CRI,0,2,True,,1478.5,1500.0
2002-01-19,2002,Gold Cup,SLV,MEX,0,1,True,,1500.0,1500.0
2002-01-19,2002,Gulf Cup,KWT,OMN,1,3,True,,1516.2,1470.6
2002-01-19,2002,African Cup of Nations,MLI,LBR,1,1,False,MLI,1509.9,1500.0
2002-01-19,2002,Friendly,KNA,GRD,1,1,False,KNA,1500.0,1487.2
2002-01-19,2002,Gold Cup,USA,KOR,2,1,False,USA,1500.0,1500.0
2002-01-20,2002,Gulf Cup,SAU,BHR,3,1,False,SAU,1503.2,1473.3
2002-01-20,2002,Gulf Cup,ARE,QAT,0,2,True,,1514.4,1478.7
2002-01-20,2002,African Cup of Nations,EGY,SEN,0,1,True,,1494.5,1500.0
2002-01-20,2002,African Cup of Nations,ZAF,BFA,0,0,True,,1507.2,1484.0
2002-01-20,2002,Gold Cup,CRI,TTO,1,1,True,,1535.2,1512.8
2002-01-20,2002,African Cup of Nations,CMR,COD,1,0,True,,1531.5,1500.0
2002-01-20,2002,Gold Cup,ECU,HTI,0,2,True,,1507.6,1464.5
2002-01-20,2002,Friendly,ATG,DMA,4,0,False,ATG,1500.0,1500.0
2002-01-21,2002,African Cup of Nations,DZA,NGA,0,1,True,,1513.5,1502.8
2002-01-21,2002,Gold Cup,MEX,GTM,3,1,True,,1525.0,1507.3
2002-01-21,2002,African Cup of Nations,MAR,GHA,0,0,True,,1526.1,1489.2
2002-01-21,2002,African Cup of Nations,TGO,CIV,0,0,True,,1500.0,1497.2
2002-01-21,2002,Gold Cup,USA,CUB,1,0,False,USA,1518.0,1485.1
2002-01-21,2002,African Cup of Nations,ZMB,TUN,0,0,True,,1503.1,1487.7
2002-01-22,2002,Gulf Cup,KWT,BHR,0,0,True,,1490.8,1458.8
2002-01-22,2002,Gold Cup,TTO,MTQ,0,1,True,,1514.4,1443.3
2002-01-22,2002,Gold Cup,CAN,ECU,0,2,True,,1537.7,1465.5
2002-01-23,2002,Gold Cup,GTM,SLV,0,1,True,,1471.7,1475.0
2002-01-23,2002,Gold Cup,KOR,CUB,0,0,True,,1482.0,1469.2
2002-01-24,2002,African Cup of Nations,MLI,NGA,0,0,False,MLI,1502.3,1528.6
2002-01-24,2002,African Cup of Nations,ZAF,GHA,0,0,True,,1505.5,1491.8
2002-01-24,2002,Gulf Cup,OMN,QAT,1,2,True,,1496.1,1503.5
2002-01-24,2002,Gulf Cup,SAU,ARE,1,0,False,SAU,1517.7,1489.6
2002-01-25,2002,African Cup of Nations,CMR,CIV,1,0,True,,1554.2,1497.4
2002-01-25,2002,African Cup of Nations,EGY,TUN,1,0,True,,1469.9,1488.8
2002-01-25,2002,African Cup of Nations,LBR,DZA,2,2,True,,1507.7,1487.7
2002-01-26,2002,Gulf Cup,KWT,QAT,0,1,True,,1489.4,1518.2
2002-01-26,2002,African Cup of Nations,SEN,ZMB,1,0,True,,1524.6,1502.0
2002-01-26,2002,Gold Cup,CRI,HTI,2,1,True,,1533.6,1506.7
2002-01-26,2002,Gold Cup,CAN,MTQ,1,1,True,,1492.6,1473.4
2002-01-26,2002,African Cup of Nations,BFA,MAR,1,2,True,,1485.7,1523.5
2002-01-26,2002,African Cup of Nations,COD,TGO,0,0,True,,1477.3,1499.8
2002-01-27,2002,Gold Cup,MEX,KOR,0,0,True,,1560.6,1481.1
2002-01-27,2002,Gold Cup,USA,SLV,4,0,False,USA,1533.9,1499.8
2002-01-27,2002,Gulf Cup,ARE,BHR,1,2,True,,1479.8,1460.2
2002-01-27,2002,Gulf Cup,SAU,OMN,2,0,False,SAU,1527.4,1481.4
2002-01-28,2002,African Cup of Nations,LBR,NGA,0,1,True,,1506.2,1533.8
2002-01-28,2002,African Cup of Nations,MLI,DZA,2,0,False,MLI,1497.1,1489.2
2002-01-29,2002,African Cup of Nations,COD,CIV,3,1,True,,1478.9,1476.5
2002-01-29,2002,Gulf Cup,KWT,ARE,2,1,True,,1475.7,1464.0
2002-01-29,2002,African Cup of Nations,CMR,TGO,3,0,True,,1575.2,1498.2
2002-01-30,2002,African Cup of Nations,BFA,GHA,1,2,True,,1463.4,1492.8
2002-01-30,2002,Gold Cup,CRI,KOR,3,1,True,,1556.6,1486.7
2002-01-30,2002,African Cup of Nations,ZAF,MAR,3,1,True,,1504.6,1545.8
2002-01-30,2002,Gold Cup,USA,CAN,0,0,False,USA,1563.5,1491.2
2002-01-30,2002,Gulf Cup,BHR,OMN,1,1,True,,1476.0,1467.8
2002-01-30,2002,Gulf Cup,SAU,QAT,3,1,False,SAU,1540.9,1531.9
2002-01-31,2002,Friendly,BRA,BOL,6,0,False,BRA,1500.0,1500.0
2002-01-31,2002,African Cup of Nations,EGY,ZMB,2,1,True,,1496.2,1478.7
2002-01-31,2002,African Cup of Nations,SEN,TUN,0,0,True,,1548.0,1462.5
2002-02-02,2002,Gold Cup,CAN,KOR,2,1,True,,1502.7,1456.7
2002-02-02,2002,Gold Cup,USA,CRI,2,0,False,USA,1552.0,1586.7
2002-02-03,2002,African Cup of Nations,NGA,GHA,1,0,True,,1556.8,1515.7
2002-02-03,2002,African Cup of Nations,MLI,ZAF,2,0,False,MLI,1523.3,1546.5
2002-02-04,2002,African Cup of Nations,CMR,EGY,1,0,True,,1609.4,1520.0
2002-02-04,2002,African Cup of Nations,SEN,COD,2,0,True,,1541.9,1516.1
2002-02-06,2002,Friendly,IRN,SVK,2,3,False,IRN,1500.0,1500.0
2002-02-06,2002,Friendly,SAU,BRA,0,1,False,SAU,1556.6,1515.3
2002-02-07,2002,African Cup of Nations,MLI,CMR,0,3,False,MLI,1552.6,1628.1
2002-02-07,2002,African Cup of Nations,NGA,SEN,1,2,True,,1578.9,1576.7
2002-02-07,2002,Friendly,SGP,PRK,2,1,False,SGP,1500.0,1500.0
2002-02-09,2002,African Cup of Nations,MLI,NGA,0,1,False,MLI,1505.8,1553.7
2002-02-09,2002,Malta International Tournament,LTU,MDA,1,0,True,,1500.0,1500.0
2002-02-09,2002,Malta International Tournament,MLT,JOR,2,1,False,MLT,1500.0,1500.0
2002-02-10,2002,Friendly,FRO,POL,1,2,True,,1500.0,1500.0
2002-02-10,2002,King's Cup,PRK,QAT,1,1,True,,1492.8,1516.3
2002-02-10,2002,African Cup of Nations,SEN,CMR,0,0,True,,1601.8,1674.9
2002-02-10,2002,King's Cup,THA,SGP,4,0,False,THA,1500.0,1507.2
2002-02-11,2002,Malta International Tournament,MDA,JOR,2,0,True,,1485.0,1489.2
2002-02-11,2002,Malta International Tournament,MLT,LTU,1,1,False,MLT,1510.8,1515.0
2002-02-12,2002,King's Cup,THA,QAT,1,0,False,THA,1520.8,1515.2
2002-02-12,2002,Lunar New Year Cup,SVN,HND,1,5,True,,1500.0,1500.0
2002-02-12,2002,Friendly,TUR,ECU,0,1,True,,1500.0,1510.7
2002-02-12,2002,Cyprus International Tournament,CZE,HUN,2,0,True,,1500.0,1500.0
2002-02-12,2002,Cyprus International Tournament,CYP,CHE,1,1,False,CYP,1500.0,1500.0
2002-02-12,2002,King's Cup,PRK,SGP,4,2,True,,1493.8,1486.4
2002-02-13,2002,Friendly,WAL,ARG,1,1,False,WAL,1500.0,1500.0
2002-02-13,2002,Malta International Tournament,MLT,MDA,3,0,False,MLT,1506.8,1507.8
2002-02-13,2002,Cyprus International Tournament,CHE,HUN,2,1,True,,1504.2,1477.5
2002-02-13,2002,Friendly,ESP,PRT,1,1,False,ESP,1500.0,1500.0
2002-02-13,2002,Friendly,SAU,DNK,0,1,False,SAU,1542.7,1500.0
2002-02-13,2002,Friendly,PRY,BOL,2,2,False,PRY,1500.0,1484.7
2002-02-13,2002,Friendly,NIR,POL,1,4,True,,1500.0,1510.0
2002-02-13,2002,Friendly,NLD,ENG,1,1,False,NLD,1500.0,1500.0
2002-02-13,2002,Friendly,MEX,SRB,1,2,True,,1555.0,1500.0
2002-02-13,2002,Friendly,LUX,ALB,0,0,False,LUX,1500.0,1480.0
2002-02-13,2002,Friendly,URY,KOR,2,1,False,URY,1500.0,1434.9
2002-02-13,2002,Friendly,ITA,USA,1,0,False,ITA,1500.0,1582.6
2002-02-13,2002,Friendly,IRL,RUS,2,0,False,IRL,1500.0,1500.0
2002-02-13,2002,Friendly,GRC,SWE,2,2,False,GRC,1500.0,1500.0
2002-02-13,2002,Friendly,DEU,ISR,7,1,False,DEU,1500.0,1500.0
2002-02-13,2002,Friendly,FRA,ROU,2,1,False,FRA,1500.0,1500.0
2002-02-13,2002,Friendly,FRO,LIE,1,0,True,,1490.0,1500.0
2002-02-13,2002,Cyprus International Tournament,CYP,CZE,3,4,False,CYP,1495.8,1522.5
2002-02-13,2002,Friendly,HRV,BGR,0,0,False,HRV,1500.0,1500.0
2002-02-13,2002,Friendly,BEL,NOR,1,0,False,BEL,1500.0,1500.0
2002-02-13,2002,Malta International Tournament,LTU,JOR,0,3,True,,1519.0,1466.4
2002-02-14,2002,King's Cup,QAT,SGP,3,0,True,,1504.7,1464.4
2002-02-14,2002,King's Cup,THA,PRK,0,1,False,THA,1531.4,1515.8
2002-02-15,2002,Lunar New Year Cup,CHN,SVN,0,0,True,,1500.0,1471.9
2002-02-16,2002,King's Cup,QAT,SGP,2,0,True,,1527.9,1441.2
2002-02-16,2002,King's Cup,THA,PRK,0,0,False,THA,1511.6,1535.6
2002-02-18,2002,Friendly,GIB,MCO,2,2,True,,1500.0,1500.0
2002-03-01,2002,Friendly,IRN,VEN,1,0,True,,1487.2,1500.0
2002-03-02,2002,Friendly,BWA,SWZ,6,2,False,BWA,1500.0,1500.0
2002-03-02,2002,Friendly,USA,HND,4,0,False,USA,1573.1,1528.1
2002-03-07,2002,Friendly,BRA,ISL,6,1,False,BRA,1529.2,1493.2
2002-03-09,2002,Oceania Nations Cup qualification,ASM,NCL,0,10,True,,1500.0,1500.0
2002-03-09,2002,Oceania Nations Cup qualification,WSM,TON,2,0,False,WSM,1500.0,1500.0
2002-03-10,2002,Friendly,USA,ECU,1,0,False,USA,1584.4,1520.4
2002-03-10,2002,Friendly,SWZ,LSO,1,0,False,SWZ,1486.5,1500.0
2002-03-12,2002,Oceania Nations Cup qualification,ASM,TON,2,7,True,,1447.5,1478.4
2002-03-12,2002,Oceania Nations Cup qualification,NCL,PNG,1,4,True,,1552.5,1500.0
2002-03-13,2002,Friendly,MEX,ALB,4,0,True,,1543.4,1483.3
2002-03-13,2002,Friendly,TUN,KOR,0,0,False,TUN,1468.5,1429.4
2002-03-14,2002,Friendly,EST,SAU,2,0,True,,1500.0,1528.9
2002-03-14,2002,Oceania Nations Cup qualification,PNG,TON,5,0,True,,1540.2,1514.9
2002-03-14,2002,Oceania Nations Cup qualification,WSM,ASM,5,0,False,WSM,1521.6,1411.0
2002-03-16,2002,Oceania Nations Cup qualification,WSM,PNG,1,4,False,WSM,1539.9,1577.3
2002-03-16,2002,Oceania Nations Cup qualification,NCL,TON,9,0,True,,1512.3,1477.8
2002-03-16,2002,Friendly,BWA,NAM,3,1,False,BWA,1513.5,1500.0
2002-03-16,2002,COSAFA Cup,MUS,MDG,2,3,False,MUS,1500.0,1500.0
2002-03-17,2002,Friendly,LKA,PAK,1,1,False,LKA,1500.0,1500.0
2002-03-18,2002,Oceania Nations Cup qualification,ASM,PNG,0,7,True,,1392.7,1618.6
2002-03-18,2002,Oceania Nations Cup qualification,WSM,NCL,0,5,False,WSM,1498.7,1557.3
2002-03-19,2002,Friendly,LKA,PAK,0,0,False,LKA,1497.2,1502.8
2002-03-20,2002,Friendly,FIN,KOR,0,2,True,,1552.0,1433.2
2002-03-20,2002,Friendly,SAU,ZAF,1,0,True,,1512.6,1517.1
2002-03-21,2002,Friendly,JPN,UKR,1,0,False,JPN,1500.0,1500.0
2002-03-23,2002,Friendly,LKA,PAK,1,0,False,LKA,1494.5,1505.5
2002-03-25,2002,Friendly,LKA,PAK,2,1,False,LKA,1502.0,1498.0
2002-03-26,2002,Friendly,KOR,TUR,0,0,True,,1453.1,1490.3
2002-03-26,2002,Friendly,NGA,PRY,1,1,True,,1582.4,1496.8
2002-03-27,2002,Friendly,NLD,ESP,1,0,False,NLD,1497.2,1497.2
2002-03-27,2002,Friendly,POL,JPN,0,2,False,POL,1527.0,1507.2
2002-03-27,2002,Friendly,MLT,AND,1,1,False,MLT,1525.7,1500.0
2002-03-27,2002,Friendly,MDA,HUN,0,2,False,MDA,1488.8,1463.7
2002-03-27,2002,Friendly,PRT,FIN,1,4,False,PRT,1502.8,1532.0
2002-03-27,2002,Friendly,LUX,LVA,0,3,False,LUX,1496.7,1500.0
2002-03-27,2002,Friendly,SAU,URY,3,2,False,SAU,1522.7,1505.6
2002-03-27,2002,Friendly,SEN,BOL,2,1,False,SEN,1607.0,1487.9
2002-03-27,2002,Friendly,SWE,CHE,1,1,False,SWE,1502.8,1518.1
2002-03-27,2002,Friendly,TUN,NOR,0,0,False,TUN,1464.7,1492.8
2002-03-27,2002,Friendly,WAL,CZE,0,0,False,WAL,1497.2,1540.6
2002-03-27,2002,Friendly,ROU,UKR,4,1,False,ROU,1492.8,1492.8
2002-03-27,2002,Friendly,LIE,NIR,0,0,False,LIE,1489.7,1483.0
2002-03-27,2002,Friendly,AUT,SVK,2,0,False,AUT,1500.0,1512.8
2002-03-27,2002,Friendly,DEU,USA,4,2,False,DEU,1515.3,1590.0
2002-03-27,2002,Friendly,ALB,AZE,1,0,False,ALB,1467.8,1500.0
2002-03-27,2002,Friendly,ARG,CMR,2,2,True,,1502.8,1669.7
2002-03-27,2002,Friendly,IRL,DNK,3,0,False,IRL,1510.8,1513.9
2002-03-27,2002,Friendly,BLZ,GUY,3,1,False,BLZ,1500.0,1500.0
2002-03-27,2002,Friendly,BRA,SRB,1,0,False,BRA,1541.7,1511.6
2002-03-27,2002,Friendly,BIH,MKD,4,4,False,BIH,1500.0,1478.6
2002-03-27,2002,Friendly,HRV,SVN,0,0,False,HRV,1497.2,1473.1
2002-03-27,2002,Friendly,ENG,ITA,1,2,False,ENG,1502.8,1509.5
2002-03-27,2002,Friendly,EST,RUS,2,1,False,EST,1516.2,1489.2
2002-03-27,2002,Friendly,FRA,SCO,5,0,False,FRA,1507.2,1500.0
2002-03-27,2002,Friendly,GEO,ZAF,4,1,False,GEO,1500.0,1507.0
2002-03-27,2002,Friendly,BGR,ECU,0,3,True,,1502.8,1514.8
2002-03-30,2002,COSAFA Cup,BWA,ZAF,0,0,False,BWA,1523.8,1494.1
2002-03-30,2002,Friendly,SWZ,MOZ,1,2,False,SWZ,1494.1,1500.0
2002-03-31,2002,Friendly,SWZ,MOZ,1,1,False,SWZ,1481.4,1512.6
2002-04-04,2002,Friendly,LKA,MDV,1,0,False,LKA,1509.1,1500.0
2002-04-06,2002,Friendly,LKA,MDV,1,1,False,LKA,1516.1,1493.0
2002-04-07,2002,COSAFA Cup,LSO,MOZ,0,2,False,LSO,1492.4,1514.6
2002-04-09,2002,Friendly,SGP,MDV,2,0,False,SGP,1424.2,1496.4
2002-04-10,2002,Friendly,YEM,ETH,1,1,False,YEM,1500.0,1500.0
2002-04-17,2002,Friendly,LUX,LIE,3,3,False,LUX,1474.4,1486.7
2002-04-17,2002,Friendly,MKD,FIN,1,0,False,MKD,1482.0,1553.0
2002-04-17,2002,Friendly,MLT,AZE,1,0,False,MLT,1522.3,1491.9
2002-04-17,2002,Friendly,MEX,BGR,1,0,True,,1558.9,1485.9
2002-04-17,2002,Friendly,UKR,GEO,2,1,False,UKR,1480.2,1512.9
2002-04-17,2002,Friendly,NOR,SWE,0,0,False,NOR,1494.8,1500.4
2002-04-17,2002,Friendly,POL,ROU,1,2,False,POL,1507.0,1505.4
2002-04-17,2002,Friendly,PRT,BRA,1,1,False,PRT,1481.8,1548.1
2002-04-17,2002,Friendly,SCO,NGA,1,2,False,SCO,1486.0,1580.0
2002-04-17,2002,Friendly,SRB,LTU,4,1,False,SRB,1505.1,1488.8
2002-04-17,2002,Friendly,SVN,TUN,1,0,False,SVN,1476.5,1462.7
2002-04-17,2002,Friendly,TUR,CHL,2,0,True,,1489.2,1500.0
2002-04-17,2002,Friendly,LVA,KAZ,2,1,False,LVA,1522.2,1500.0
2002-04-17,2002,Friendly,JPN,CRI,1,1,False,JPN,1527.2,1556.2
2002-04-17,2002,Friendly,NIR,ESP,0,5,False,NIR,1486.0,1490.0
2002-04-17,2002,Friendly,IRL,USA,2,1,False,IRL,1523.5,1576.1
2002-04-17,2002,Friendly,ITA,URY,1,1,False,ITA,1522.1,1498.8
2002-04-17,2002,Friendly,AND,ALB,2,0,False,AND,1503.5,1475.8
2002-04-17,2002,Friendly,BEL,SVK,1,1,False,BEL,1507.2,1501.5
2002-04-17,2002,Friendly,BLZ,NIC,7,1,False,BLZ,1510.8,1500.0
2002-04-17,2002,Friendly,HRV,BIH,2,0,False,HRV,1493.8,1496.6
2002-04-17,2002,Friendly,DNK,ISR,3,1,False,DNK,1501.2,1484.7
2002-04-17,2002,Friendly,AUT,CMR,0,0,False,AUT,1511.3,1665.3
2002-04-17,2002,Friendly,ENG,PRY,4,0,False,ENG,1490.2,1499.2
2002-04-17,2002,Friendly,FRA,RUS,0,0,False,FRA,1521.2,1482.7
2002-04-17,2002,Friendly,DEU,ARG,0,1,False,DEU,1529.2,1507.3
2002-04-17,2002,Friendly,GRC,CZE,0,0,False,GRC,1497.2,1542.2
2002-04-17,2002,Friendly,HUN,BLR,2,5,False,HUN,1483.8,1500.0
2002-04-17,2002,Friendly,ECU,ZAF,0,0,True,,1531.7,1499.4
2002-04-21,2002,Friendly,KOR,CRI,2,0,False,KOR,1454.2,1558.2
2002-04-21,2002,COSAFA Cup,SWZ,NAM,2,1,False,SWZ,1479.5,1489.7
2002-04-27,2002,Friendly,KOR,CHN,0,0,False,KOR,1469.3,1498.8
2002-04-29,2002,Kirin Cup,JPN,SVK,1,0,False,JPN,1525.2,1504.4
2002-05-02,2002,Kirin Cup,JPN,HND,3,3,False,JPN,1535.1,1516.8
2002-05-04,2002,Friendly,MWI,TZA,1,0,False,MWI,1500.0,1500.0
2002-05-04,2002,Friendly,NGA,KEN,3,0,False,NGA,1590.2,1500.0
2002-05-05,2002,COSAFA Cup,ZWE,SWZ,0,2,False,ZWE,1507.1,1490.7
2002-05-06,2002,Muratti Vase,JEY,GGY,2,1,False,JEY,1500.0,1500.0
2002-05-07,2002,Friendly,VEN,COL,0,0,False,VEN,1489.6,1500.0
2002-05-08,2002,Friendly,ECU,SRB,1,0,True,,1530.7,1517.0
2002-05-08,2002,Friendly,HUN,HRV,0,2,False,HUN,1462.2,1504.7
2002-05-09,2002,Friendly,CRI,COL,1,2,False,CRI,1543.0,1502.5
2002-05-09,2002,Friendly,DEU,KWT,7,0,False,DEU,1515.8,1490.2
2002-05-11,2002,Friendly,KEN,TZA,1,0,False,KEN,1491.2,1492.8
2002-05-12,2002,Friendly,MEX,COL,2,1,False,MEX,1566.9,1516.4
2002-05-12,2002,Friendly,ZAF,MDG,1,0,False,ZAF,1500.4,1519.2
2002-05-12,2002,Friendly,USA,URY,2,1,False,USA,1567.5,1502.2
2002-05-14,2002,Friendly,WAL,DEU,1,0,False,WAL,1495.6,1530.5
2002-05-14,2002,Friendly,SAU,SEN,3,2,False,SAU,1529.5,1611.4
2002-05-14,2002,Friendly,SVK,UZB,4,1,False,SVK,1494.5,1500.0
2002-05-14,2002,Friendly,BEL,DZA,0,0,False,BEL,1504.2,1462.9
2002-05-14,2002,Friendly,NOR,JPN,3,0,False,NOR,1492.2,1530.2
2002-05-15,2002,Friendly,GRC,CYP,3,1,False,GRC,1495.6,1477.7
2002-05-15,2002,Friendly,CHE,CAN,1,3,False,CHE,1520.4,1524.4
2002-05-16,2002,Friendly,CHN,URY,0,2,False,CHN,1500.8,1496.7
2002-05-16,2002,Friendly,IRL,NGA,1,2,False,IRL,1532.2,1599.0
2002-05-16,2002,Friendly,KOR,SCO,4,1,False,KOR,1467.3,1475.8
2002-05-16,2002,Friendly,MEX,BOL,1,0,True,,1572.8,1483.5
2002-05-16,2002,Friendly,USA,JAM,5,0,False,USA,1573.0,1500.0
2002-05-17,2002,Friendly,UKR,SRB,2,0,True,,1488.3,1507.4
2002-05-17,2002,Friendly,SWE,PRY,1,2,False,SWE,1503.1,1485.3
2002-05-17,2002,Friendly,SVN,GHA,2,0,False,SVN,1483.3,1493.7
2002-05-17,2002,Friendly,DNK,CMR,2,1,False,DNK,1511.3,1663.7
2002-05-17,2002,Friendly,MMR,MYS,1,1,False,MMR,1500.0,1500.0
2002-05-17,2002,Friendly,RUS,BLR,1,1,False,RUS,1486.5,1521.6
2002-05-18,2002,Friendly,POL,EST,1,0,False,POL,1494.2,1522.7
2002-05-18,2002,COSAFA Cup,MWI,AGO,2,1,False,MWI,1507.2,1492.8
2002-05-18,2002,Unity Cup,JAM,NGA,0,1,True,,1489.2,1609.9
2002-05-18,2002,Friendly,TZA,KEN,0,5,False,TZA,1485.6,1498.5
2002-05-18,2002,Friendly,FRA,BEL,1,2,False,FRA,1517.4,1500.4
2002-05-18,2002,Friendly,CZE,ITA,1,0,False,CZE,1543.8,1518.7
2002-05-18,2002,Friendly,DEU,AUT,6,2,False,DEU,1522.4,1512.9
2002-05-19,2002,Friendly,BLR,UKR,2,0,True,,1523.5,1504.1
2002-05-19,2002,Friendly,MMR,MYS,0,0,False,MMR,1497.2,1502.8
2002-05-19,2002,Friendly,RUS,SRB,1,1,False,RUS,1484.6,1491.6
2002-05-19,2002,Friendly,USA,NLD,0,2,False,USA,1583.8,1504.4
2002-05-20,2002,Friendly,SCO,ZAF,0,2,True,,1462.8,1508.1
2002-05-21,2002,Friendly,SMR,EST,0,1,False,SMR,1500.0,1514.8
2002-05-21,2002,Friendly,KOR,ENG,1,1,False,KOR,1480.3,1504.1
2002-05-21,2002,Friendly,SGP,URY,1,2,False,SGP,1438.0,1516.0
2002-05-22,2002,Friendly,NOR,ISL,1,1,False,NOR,1506.6,1480.6
2002-05-22,2002,Friendly,FIN,LVA,2,1,False,FIN,1543.9,1528.9
2002-05-23,2002,Friendly,ECU,SEN,0,1,True,,1540.3,1601.9
2002-05-23,2002,Friendly,ZAF,TUR,2,0,True,,1521.1,1504.7
2002-05-25,2002,Friendly,CHN,PRT,0,2,True,,1481.4,1480.8
2002-05-25,2002,Friendly,JPN,SWE,1,1,False,JPN,1515.8,1489.8
2002-05-25,2002,Friendly,MYS,BRA,0,4,False,MYS,1505.5,1549.1
2002-05-26,2002,Friendly,KOR,FRA,2,3,False,KOR,1478.2,1504.2
2002-05-26,2002,Friendly,BEL,CRI,1,0,True,,1513.6,1529.2
2002-05-26,2002,Friendly,CMR,ENG,2,2,True,,1652.2,1506.3
2002-05-26,2002,Friendly,DNK,TUN,2,1,True,,1522.8,1455.8
2002-05-30,2002,Friendly,KWT,IRN,1,3,False,KWT,1475.5,1497.6
2002-05-31,2002,FIFA World Cup,FRA,SEN,0,1,True,,1516.3,1610.2
2002-06-01,2002,FIFA World Cup,DEU,SAU,8,0,True,,1535.4,1539.0
2002-06-01,2002,FIFA World Cup,IRL,CMR,1,1,True,,1521.2,1648.3
2002-06-01,2002,FIFA World Cup,URY,DNK,1,2,True,,1526.7,1530.9
2002-06-02,2002,FIFA World Cup,PRY,ZAF,2,2,True,,1498.5,1535.4
2002-06-02,2002,FIFA World Cup,ESP,SVN,3,1,True,,1515.4,1494.6
2002-06-02,2002,FIFA World Cup,ARG,NGA,1,0,True,,1520.6,1619.9
2002-06-02,2002,FIFA World Cup,ENG,SWE,1,1,True,,1510.3,1493.3
2002-06-03,2002,FIFA World Cup,HRV,MEX,0,1,True,,1522.1,1580.3
2002-06-03,2002,FIFA World Cup,ITA,ECU,2,0,True,,1512.2,1532.1
2002-06-03,2002,FIFA World Cup,BRA,TUR,2,1,True,,1570.9,1490.4
2002-06-04,2002,FIFA World Cup,CHN,CRI,0,2,True,,1466.4,1518.7
2002-06-04,2002,FIFA World Cup,JPN,BEL,2,2,False,JPN,1512.3,1524.1
2002-06-04,2002,FIFA World Cup,KOR,POL,2,0,False,KOR,1466.1,1502.1
2002-06-05,2002,FIFA World Cup,DEU,IRL,1,1,True,,1607.4,1531.7
2002-06-05,2002,FIFA World Cup,RUS,TUN,2,0,True,,1482.0,1447.7
2002-06-05,2002,FIFA World Cup,USA,PRT,3,2,True,,1561.7,1495.8
2002-06-06,2002,Friendly,MAF,AIA,2,1,False,MAF,1500.0,1500.0
2002-06-06,2002,FIFA World Cup,CMR,SAU,1,0,True,,1637.8,1467.0
2002-06-06,2002,FIFA World Cup,DNK,SEN,1,1,True,,1560.5,1632.3
2002-06-06,2002,FIFA World Cup,FRA,URY,0,0,True,,1494.2,1497.0
