date,year,tournament,home_team_iso,away_team_iso,home_team_score,away_team_score,neutral_venue,host_team_iso,elo_home_pre,elo_away_pre
2015-11-17,2015,Friendly,MKD,LBN,0,1,False,MKD,1398.5,1516.0
2015-11-17,2015,FIFA World Cup qualification,MYS,ARE,1,2,False,MYS,1335.6,1713.9
2015-11-17,2015,FIFA World Cup qualification,MLI,BWA,2,0,False,MLI,1611.7,1486.6
2015-11-17,2015,FIFA World Cup qualification,NGA,SWZ,2,0,False,NGA,1674.6,1372.1
2015-11-17,2015,FIFA World Cup qualification,PRY,BOL,2,1,False,PRY,1684.2,1580.5
2015-11-17,2015,Friendly,POL,CZE,3,1,False,POL,1718.2,1702.6
2015-11-17,2015,Friendly,RUS,HRV,1,3,False,RUS,1739.3,1746.6
2015-11-17,2015,FIFA World Cup qualification,RWA,LBY,1,3,False,RWA,1488.6,1571.4
2015-11-17,2015,FIFA World Cup qualification,SEN,MDG,3,0,False,SEN,1724.7,1396.4
2015-11-17,2015,FIFA World Cup qualification,SGP,SYR,1,2,False,SGP,1412.6,1620.9
2015-11-17,2015,Friendly,SVK,ISL,3,1,False,SVK,1671.2,1615.4
2015-11-17,2015,FIFA World Cup qualification,TUN,MRT,2,1,False,TUN,1662.9,1433.1
2015-11-17,2015,FIFA World Cup qualification,ZAF,AGO,1,0,False,ZAF,1640.5,1513.1
2015-11-17,2015,Friendly,TUR,GRC,0,0,False,TUR,1742.4,1546.9
2015-11-17,2015,FIFA World Cup qualification,TKM,OMN,2,1,False,TKM,1482.3,1612.8
2015-11-17,2015,FIFA World Cup qualification,URY,CHL,3,0,False,URY,1884.2,1970.1
2015-11-17,2015,FIFA World Cup qualification,VEN,ECU,1,3,False,VEN,1588.2,1852.5
2015-11-17,2015,FIFA World Cup qualification,YEM,UZB,1,3,True,,1334.7,1754.9
2015-11-17,2015,FIFA World Cup qualification,HTI,JAM,0,1,False,HTI,1609.6,1621.8
2015-11-17,2015,FIFA World Cup qualification,PAN,CRI,1,2,False,PAN,1748.5,1774.6
2015-11-17,2015,FIFA World Cup qualification,VCT,GTM,0,4,False,VCT,1416.3,1518.6
2015-11-17,2015,FIFA World Cup qualification,TWN,IRQ,0,2,False,TWN,1223.5,1614.3
2015-11-17,2015,Friendly,LUX,PRT,0,2,False,LUX,1223.9,1860.6
2015-11-17,2015,UEFA Euro qualification,SVN,UKR,1,1,False,SVN,1553.9,1752.6
2015-11-17,2015,FIFA World Cup qualification,LAO,KOR,0,5,False,LAO,1162.3,1850.1
2015-11-17,2015,FIFA World Cup qualification,BFA,BEN,2,0,False,BFA,1504.1,1506.1
2015-11-17,2015,FIFA World Cup qualification,PRK,BHR,2,0,False,PRK,1643.2,1547.9
2015-11-17,2015,FIFA World Cup qualification,DZA,TZA,7,0,False,DZA,1724.2,1413.2
2015-11-17,2015,Friendly,AUT,CHE,1,2,False,AUT,1746.1,1736.1
2015-11-17,2015,Friendly,AZE,MDA,2,1,False,AZE,1381.0,1310.0
2015-11-17,2015,FIFA World Cup qualification,BGD,AUS,0,4,False,BGD,1239.0,1764.9
2015-11-17,2015,FIFA World Cup qualification,BTN,QAT,0,3,False,BTN,1040.4,1649.4
2015-11-17,2015,FIFA World Cup qualification,BRA,PER,3,0,False,BRA,1982.1,1759.2
2015-11-17,2015,FIFA World Cup qualification,MMR,KWT,3,0,True,,1322.3,1573.6
2015-11-17,2015,FIFA World Cup qualification,KHM,JPN,0,2,False,KHM,1122.7,1821.4
2015-11-17,2015,FIFA World Cup qualification,CMR,NER,0,0,False,CMR,1708.7,1398.7
2015-11-17,2015,FIFA World Cup qualification,CPV,KEN,2,0,False,CPV,1639.7,1523.2
2015-11-17,2015,FIFA World Cup qualification,COL,ARG,0,1,False,COL,1939.5,1955.1
2015-11-17,2015,FIFA World Cup qualification,KGZ,JOR,1,0,False,KGZ,1382.5,1671.8
2015-11-17,2015,UEFA Euro qualification,DNK,SWE,2,2,False,DNK,1653.0,1697.8
2015-11-17,2015,Friendly,ITA,ROU,2,2,False,ITA,1819.9,1690.6
2015-11-17,2015,FIFA World Cup qualification,HKG,CHN,0,0,False,HKG,1431.6,1648.5
2015-11-17,2015,FIFA World Cup qualification,HND,MEX,0,2,False,HND,1593.8,1897.1
2015-11-17,2015,FIFA World Cup qualification,GUM,IRN,0,6,False,GUM,1282.8,1804.5
2015-11-17,2015,FIFA World Cup qualification,GHA,COM,2,0,False,GHA,1742.3,1207.3
2015-11-17,2015,FIFA World Cup qualification,CIV,LBR,3,0,False,CIV,1791.4,1435.3
2015-11-17,2015,Friendly,EST,KNA,3,0,False,EST,1456.3,1491.5
2015-11-17,2015,Friendly,ENG,FRA,2,0,False,ENG,1880.7,1910.5
2015-11-17,2015,FIFA World Cup qualification,EGY,TCD,4,0,False,EGY,1692.0,1397.8
2015-11-17,2015,FIFA World Cup qualification,TLS,SAU,0,10,False,TLS,1084.0,1631.7
2015-11-17,2015,FIFA World Cup qualification,COG,ETH,2,1,False,COG,1589.9,1413.9
2015-11-21,2015,CECAFA Cup,ETH,RWA,0,1,False,ETH,1407.2,1457.1
2015-11-22,2015,CECAFA Cup,KEN,UGA,2,0,True,,1509.8,1630.2
2015-11-22,2015,CECAFA Cup,SOM,TZA,0,4,True,,1105.3,1405.5
2015-11-23,2015,CECAFA Cup,SSD,DJI,2,0,True,,1363.0,1062.4
2015-11-23,2015,CECAFA Cup,SDN,MWI,1,2,True,,1401.2,1455.1
2015-11-24,2015,CECAFA Cup,RWA,TZA,1,2,True,,1474.2,1413.9
2015-11-25,2015,CECAFA Cup,SSD,SDN,0,0,True,,1369.7,1388.6
2015-11-25,2015,CECAFA Cup,ETH,SOM,2,0,False,ETH,1390.0,1096.8
2015-11-25,2015,CECAFA Cup,KEN,BDI,1,1,True,,1539.8,1444.2
2015-11-25,2015,CECAFA Cup,MWI,DJI,3,0,True,,1467.8,1055.7
2015-11-27,2015,CECAFA Cup,SSD,MWI,2,0,True,,1370.5,1472.3
2015-11-27,2015,CECAFA Cup,RWA,SOM,3,0,True,,1456.7,1092.6
2015-11-27,2015,CECAFA Cup,DJI,SDN,0,4,True,,1051.2,1387.7
2015-11-28,2015,CECAFA Cup,ETH,TZA,1,1,False,ETH,1394.3,1431.5
2015-11-28,2015,CECAFA Cup,UGA,BDI,1,0,True,,1600.2,1448.2
2015-11-30,2015,CECAFA Cup,ETH,TZA,1,1,False,ETH,1391.6,1434.2
2015-11-30,2015,CECAFA Cup,UGA,MWI,2,0,True,,1609.1,1443.4
2015-12-01,2015,CECAFA Cup,SSD,SDN,0,0,True,,1399.4,1394.8
2015-12-01,2015,CECAFA Cup,RWA,KEN,0,0,True,,1462.4,1535.7
2015-12-03,2015,CECAFA Cup,ETH,UGA,0,0,False,ETH,1389.1,1621.6
2015-12-03,2015,CECAFA Cup,RWA,SDN,1,1,True,,1465.5,1395.0
2015-12-05,2015,CECAFA Cup,ETH,SDN,1,1,False,ETH,1394.6,1398.0
2015-12-05,2015,CECAFA Cup,UGA,RWA,1,0,True,,1616.1,1462.5
2015-12-08,2015,Friendly,NIC,CUB,5,0,False,NIC,1457.2,1496.2
2015-12-11,2015,Friendly,NIC,CUB,1,0,False,NIC,1473.7,1479.7
2015-12-16,2015,Friendly,HND,CUB,2,0,False,HND,1579.6,1472.3
2015-12-17,2015,Friendly,BGD,NPL,1,0,False,BGD,1233.0,1234.5
2015-12-23,2015,SAFF Cup,NPL,LKA,0,1,True,,1227.3,1150.3
2015-12-24,2015,SAFF Cup,AFG,BGD,4,0,True,,1384.1,1240.3
2015-12-24,2015,SAFF Cup,MDV,BTN,3,1,True,,1270.8,1036.8
2015-12-25,2015,SAFF Cup,IND,LKA,2,0,False,IND,1342.5,1168.6
2015-12-26,2015,SAFF Cup,BTN,AFG,0,3,True,,1027.5,1401.2
2015-12-26,2015,Friendly,MTQ,GLP,2,0,False,MTQ,1578.3,1560.8
2015-12-26,2015,SAFF Cup,BGD,MDV,1,3,True,,1223.2,1280.1
2015-12-27,2015,SAFF Cup,IND,NPL,4,1,False,IND,1350.2,1209.0
2015-12-28,2015,SAFF Cup,AFG,MDV,4,1,True,,1406.7,1298.9
2015-12-28,2015,SAFF Cup,BTN,BGD,0,3,True,,1022.0,1204.3
2015-12-31,2015,SAFF Cup,AFG,LKA,5,0,True,,1425.1,1160.9
2015-12-31,2015,SAFF Cup,IND,MDV,3,2,False,IND,1360.6,1280.6
2016-01-03,2016,SAFF Cup,IND,AFG,2,1,False,IND,1368.5,1435.8
2016-01-06,2016,Friendly,RWA,CMR,1,1,False,RWA,1453.8,1692.2
2016-01-06,2016,Friendly,SWE,EST,1,1,True,,1701.0,1470.6
2016-01-08,2016,Friendly,BGD,LKA,4,2,False,BGD,1217.9,1150.1
2016-01-08,2016,Copa América qualification,TTO,HTI,0,1,True,,1710.9,1584.7
2016-01-08,2016,Copa América qualification,PAN,CUB,4,0,False,PAN,1724.3,1465.4
2016-01-10,2016,Friendly,RWA,COD,1,0,False,RWA,1457.5,1627.2
2016-01-10,2016,Friendly,SWE,FIN,3,0,True,,1695.2,1542.1
2016-01-11,2016,Friendly,MDV,KHM,3,2,True,,1272.7,1120.9
2016-01-13,2016,Friendly,UGA,CMR,0,0,False,UGA,1624.9,1688.4
2016-01-13,2016,Friendly,NPL,LKA,1,0,True,,1198.5,1141.9
2016-01-13,2016,Friendly,FIN,ISL,0,1,True,,1531.9,1606.7
2016-01-15,2016,Friendly,BGD,NPL,0,0,False,BGD,1226.2,1206.9
2016-01-16,2016,Friendly,ARE,ISL,2,1,False,ARE,1720.6,1614.6
2016-01-19,2016,Friendly,MDV,NPL,1,4,True,,1278.6,1210.2
2016-01-27,2016,Friendly,EGY,JOR,0,1,False,EGY,1699.0,1641.9
2016-01-29,2016,Friendly,EGY,LBY,2,0,False,EGY,1684.8,1602.9
2016-01-31,2016,Friendly,USA,ISL,3,2,False,USA,1785.0,1609.9
2016-02-05,2016,Friendly,BHR,LBN,2,0,False,BHR,1533.2,1525.5
2016-02-06,2016,Friendly,GLP,MTQ,1,1,False,GLP,1550.7,1588.4
2016-02-14,2016,Friendly,UZB,LBN,2,0,True,,1759.8,1515.0
2016-02-21,2016,Friendly,GUY,SUR,2,0,False,GUY,1449.4,1428.3
2016-02-25,2016,Friendly,GUF,SUR,2,3,False,GUF,1531.7,1418.3
2016-02-27,2016,Friendly,EGY,BFA,2,0,False,EGY,1692.6,1525.8
2016-03-13,2016,Friendly,SXM,AIA,2,0,False,SXM,1500.0,1131.4
2016-03-18,2016,Friendly,IRQ,SYR,0,1,True,,1623.8,1634.8
2016-03-18,2016,Friendly,ARE,BGD,6,1,False,ARE,1725.2,1222.9
2016-03-22,2016,CFU Caribbean Cup qualification,CUB,BMU,2,1,False,CUB,1456.9,1550.4
2016-03-23,2016,African Cup of Nations qualification,ZMB,COG,1,1,False,ZMB,1627.0,1596.7
2016-03-23,2016,African Cup of Nations qualification,SSD,BEN,1,2,False,SSD,1399.2,1484.4
2016-03-23,2016,Friendly,SVN,MKD,1,0,False,SVN,1559.4,1389.0
2016-03-23,2016,African Cup of Nations qualification,STP,LBY,2,1,False,STP,1334.3,1595.1
2016-03-23,2016,Friendly,ROU,LTU,1,0,False,ROU,1696.3,1368.9
2016-03-23,2016,Friendly,POL,SRB,1,0,False,POL,1728.4,1622.1
2016-03-23,2016,CFU Caribbean Cup qualification,MTQ,VGB,3,0,False,MTQ,1590.2,1089.0
2016-03-23,2016,African Cup of Nations qualification,GNB,KEN,1,0,False,GNB,1351.3,1532.6
2016-03-23,2016,CFU Caribbean Cup qualification,GLP,SUR,0,0,False,GLP,1548.9,1433.8
2016-03-23,2016,Friendly,GIB,LIE,0,0,False,GIB,1329.7,1166.3
2016-03-23,2016,Friendly,HRV,ISR,2,0,False,HRV,1765.5,1517.1
2016-03-23,2016,CFU Caribbean Cup qualification,ATG,ABW,2,1,False,ATG,1432.9,1331.7
2016-03-23,2016,CFU Caribbean Cup qualification,BRB,CUW,1,0,False,BRB,1366.1,1378.8
2016-03-24,2016,Friendly,SLB,PNG,2,0,False,SLB,1470.0,1539.6
2016-03-24,2016,FIFA World Cup qualification,OMN,GUM,1,0,False,OMN,1591.1,1275.9
2016-03-24,2016,FIFA World Cup qualification,PER,VEN,2,2,False,PER,1749.8,1571.4
2016-03-24,2016,FIFA World Cup qualification,QAT,HKG,2,0,False,QAT,1652.9,1438.1
2016-03-24,2016,FIFA World Cup qualification,SAU,MYS,2,0,False,SAU,1639.1,1328.8
2016-03-24,2016,Friendly,SGP,MMR,2,1,False,SGP,1398.7,1378.9
2016-03-24,2016,Friendly,MLT,MDA,0,0,False,MLT,1187.2,1304.5
2016-03-24,2016,Friendly,CZE,SCO,0,1,False,CZE,1692.4,1648.2
2016-03-24,2016,Friendly,TUR,SWE,2,1,False,TUR,1735.4,1705.4
2016-03-24,2016,Friendly,UKR,CYP,1,0,False,UKR,1747.1,1345.3
2016-03-24,2016,FIFA World Cup qualification,ARE,PSE,2,0,False,ARE,1726.5,1562.2
2016-03-24,2016,FIFA World Cup qualification,UZB,PHL,1,0,False,UZB,1765.7,1448.1
2016-03-24,2016,FIFA World Cup qualification,VNM,TWN,4,1,False,VNM,1415.0,1214.0
2016-03-24,2016,Friendly,WAL,NIR,1,1,False,WAL,1595.9,1526.0
2016-03-24,2016,African Cup of Nations qualification,MDG,CAF,1,1,False,MDG,1390.9,1379.9
2016-03-24,2016,FIFA World Cup qualification,SYR,KHM,6,0,True,,1644.5,1115.0
2016-03-24,2016,FIFA World Cup qualification,KOR,LBN,1,0,False,KOR,1852.8,1509.1
2016-03-24,2016,FIFA World Cup qualification,CHL,ARG,1,2,False,CHL,1936.5,1979.8
2016-03-24,2016,FIFA World Cup qualification,JPN,AFG,5,0,False,JPN,1823.2,1422.2
2016-03-24,2016,FIFA World Cup qualification,AUS,TJK,7,0,False,AUS,1770.8,1459.9
2016-03-24,2016,FIFA World Cup qualification,BHR,YEM,3,0,False,BHR,1543.7,1329.8
2016-03-24,2016,FIFA World Cup qualification,BOL,COL,2,3,False,BOL,1571.0,1914.8
2016-03-24,2016,FIFA World Cup qualification,CHN,MDV,4,0,False,CHN,1642.0,1257.7
2016-03-24,2016,African Cup of Nations qualification,COM,BWA,1,0,False,COM,1205.8,1473.7
2016-03-24,2016,FIFA World Cup qualification,JOR,BGD,8,0,False,JOR,1656.1,1221.7
2016-03-24,2016,African Cup of Nations qualification,DJI,LBR,0,1,False,DJI,1044.1,1430.5
2016-03-24,2016,Friendly,DNK,ISL,2,1,False,DNK,1649.9,1606.5
2016-03-24,2016,Friendly,EST,NOR,0,0,False,EST,1476.4,1559.9
2016-03-24,2016,African Cup of Nations qualification,GHA,MOZ,3,1,False,GHA,1743.8,1457.1
2016-03-24,2016,Friendly,GRC,MNE,2,1,False,GRC,1553.8,1490.2
2016-03-24,2016,FIFA World Cup qualification,IRN,IND,4,0,False,IRN,1811.4,1382.1
2016-03-24,2016,FIFA World Cup qualification,IRQ,THA,2,2,True,,1614.1,1583.5
2016-03-24,2016,Friendly,ITA,ESP,1,1,False,ITA,1814.1,1945.3
2016-03-24,2016,FIFA World Cup qualification,ECU,PRY,2,2,False,ECU,1869.3,1693.7
2016-03-25,2016,Friendly,NLD,FRA,2,3,False,NLD,1837.5,1898.5
2016-03-25,2016,African Cup of Nations qualification,MLI,GNQ,1,0,False,MLI,1624.6,1461.9
2016-03-25,2016,African Cup of Nations qualification,MRT,GMB,2,1,False,MRT,1427.9,1410.9
2016-03-25,2016,African Cup of Nations qualification,NGA,EGY,1,1,False,NGA,1680.0,1697.9
2016-03-25,2016,Friendly,LUX,BIH,0,3,False,LUX,1222.6,1676.3
2016-03-25,2016,Friendly,SVK,LVA,0,0,False,SVK,1679.9,1389.0
2016-03-25,2016,African Cup of Nations qualification,TUN,TGO,1,0,False,TUN,1668.1,1461.0
2016-03-25,2016,FIFA World Cup qualification,VCT,TTO,2,3,False,VCT,1379.1,1683.9
2016-03-25,2016,Friendly,PRT,BGR,0,1,False,PRT,1861.9,1518.9
2016-03-25,2016,FIFA World Cup qualification,JAM,CRI,1,1,False,JAM,1646.7,1798.8
2016-03-25,2016,African Cup of Nations qualification,SWZ,ZWE,1,1,False,SWZ,1366.7,1497.2
2016-03-25,2016,Friendly,IRL,CHE,1,0,False,IRL,1729.9,1749.2
2016-03-25,2016,Friendly,ARM,BLR,0,0,False,ARM,1426.0,1528.3
2016-03-25,2016,African Cup of Nations qualification,CIV,SDN,1,0,False,CIV,1796.1,1402.1
2016-03-25,2016,FIFA World Cup qualification,BRA,URY,2,2,False,BRA,1991.6,1917.7
2016-03-25,2016,FIFA World Cup qualification,CAN,MEX,0,3,False,CAN,1582.5,1911.3
2016-03-25,2016,African Cup of Nations qualification,DZA,ETH,7,1,False,DZA,1731.9,1390.5
2016-03-25,2016,Friendly,GAB,SLE,2,1,False,GAB,1561.2,1452.9
2016-03-25,2016,FIFA World Cup qualification,GTM,USA,2,0,False,GTM,1555.9,1788.4
2016-03-25,2016,African Cup of Nations qualification,GIN,MWI,0,0,False,GIN,1656.0,1430.9
2016-03-25,2016,FIFA World Cup qualification,HTI,PAN,0,0,False,HTI,1611.6,1732.8
2016-03-25,2016,FIFA World Cup qualification,SLV,HND,2,2,False,SLV,1602.2,1586.6
2016-03-26,2016,CFU Caribbean Cup qualification,CUW,DOM,2,1,False,CUW,1363.7,1445.8
2016-03-26,2016,CFU Caribbean Cup qualification,SXM,VIR,1,2,False,SXM,1501.9,1153.7
2016-03-26,2016,African Cup of Nations qualification,SYC,LSO,2,0,False,SYC,1205.8,1303.7
2016-03-26,2016,African Cup of Nations qualification,SEN,NER,2,0,False,SEN,1730.2,1415.2
2016-03-26,2016,Friendly,RUS,LTU,3,0,False,RUS,1720.4,1367.3
2016-03-26,2016,Friendly,POL,FIN,5,0,False,POL,1733.1,1524.0
2016-03-26,2016,African Cup of Nations qualification,MUS,RWA,1,0,False,MUS,1279.4,1469.5
2016-03-26,2016,Friendly,HUN,HRV,1,1,False,HUN,1628.0,1769.0
2016-03-26,2016,Friendly,DEU,ENG,2,3,False,DEU,2015.9,1892.7
2016-03-26,2016,African Cup of Nations qualification,ZWE,SWZ,4,0,False,ZWE,1495.5,1368.4
2016-03-26,2016,African Cup of Nations qualification,BFA,UGA,1,0,False,BFA,1520.5,1623.8
2016-03-26,2016,African Cup of Nations qualification,CPV,MAR,0,1,False,CPV,1653.1,1600.2
2016-03-26,2016,African Cup of Nations qualification,CMR,ZAF,2,2,False,CMR,1689.4,1649.0
2016-03-26,2016,African Cup of Nations qualification,BDI,NAM,1,3,False,BDI,1439.4,1439.8
2016-03-26,2016,CFU Caribbean Cup qualification,VGB,DMA,0,7,False,VGB,1086.9,1235.2
2016-03-26,2016,CFU Caribbean Cup qualification,BMU,GUF,2,1,False,BMU,1530.8,1516.2
2016-03-26,2016,Friendly,AZE,KAZ,0,1,True,,1386.4,1347.4
2016-03-26,2016,Friendly,AUT,ALB,2,1,False,AUT,1733.0,1571.8
2016-03-26,2016,CFU Caribbean Cup qualification,ABW,KNA,0,2,False,ABW,1322.1,1477.2
2016-03-26,2016,CFU Caribbean Cup qualification,AIA,PRI,0,4,False,AIA,1129.5,1358.9
2016-03-26,2016,African Cup of Nations qualification,COD,AGO,2,1,False,COD,1615.2,1504.6
2016-03-27,2016,African Cup of Nations qualification,MOZ,GHA,0,0,False,MOZ,1451.2,1749.7
2016-03-27,2016,Friendly,ROU,ESP,0,0,False,ROU,1697.9,1944.4
2016-03-27,2016,African Cup of Nations qualification,KEN,GNB,0,1,False,KEN,1508.0,1375.9
2016-03-27,2016,Friendly,THA,KOR,0,1,False,THA,1585.2,1855.6
2016-03-27,2016,African Cup of Nations qualification,BWA,COM,2,1,False,BWA,1444.7,1234.8
2016-03-27,2016,African Cup of Nations qualification,BEN,SSD,4,1,False,BEN,1505.2,1378.4
2016-03-27,2016,African Cup of Nations qualification,COG,ZMB,1,1,False,COG,1603.8,1619.9
2016-03-28,2016,Friendly,AND,MDA,0,1,True,,961.0,1304.0
2016-03-28,2016,African Cup of Nations qualification,CAF,MDG,2,1,False,CAF,1386.1,1384.7
2016-03-28,2016,African Cup of Nations qualification,GNQ,MLI,0,1,False,GNQ,1454.7,1631.8
2016-03-28,2016,African Cup of Nations qualification,LBY,STP,4,0,True,,1566.5,1362.9
2016-03-28,2016,Friendly,LIE,FRO,2,3,True,,1172.7,1197.9
2016-03-28,2016,Friendly,NIR,SVN,1,0,False,NIR,1530.5,1562.9
2016-03-28,2016,Friendly,SLE,GAB,1,0,False,SLE,1448.3,1565.9
2016-03-28,2016,Friendly,UKR,WAL,1,0,False,UKR,1748.2,1591.4
2016-03-29,2016,African Cup of Nations qualification,RWA,MUS,5,0,False,RWA,1444.4,1304.5
2016-03-29,2016,Friendly,PRT,BEL,2,1,False,PRT,1843.4,1872.1
2016-03-29,2016,FIFA World Cup qualification,PHL,PRK,3,2,False,PHL,1444.8,1657.9
2016-03-29,2016,FIFA World Cup qualification,PRY,BRA,2,2,False,PRY,1706.9,1982.3
2016-03-29,2016,FIFA World Cup qualification,PAN,HTI,1,0,False,PAN,1731.5,1612.9
2016-03-29,2016,Friendly,MNE,BLR,0,0,False,MNE,1484.6,1528.3
2016-03-29,2016,Friendly,NOR,FIN,2,0,False,NOR,1560.4,1518.2
2016-03-29,2016,African Cup of Nations qualification,NER,SEN,1,2,False,NER,1410.2,1735.3
2016-03-29,2016,African Cup of Nations qualification,MAR,CPV,2,0,False,MAR,1628.5,1624.9
2016-03-29,2016,Friendly,SCO,DNK,1,0,False,SCO,1662.1,1656.0
2016-03-29,2016,FIFA World Cup qualification,MEX,CAN,2,0,False,MEX,1926.1,1567.7
2016-03-29,2016,FIFA World Cup qualification,MDV,BTN,4,2,False,MDV,1253.4,1008.4
2016-03-29,2016,FIFA World Cup qualification,PSE,TLS,7,0,False,PSE,1551.4,1076.6
2016-03-29,2016,African Cup of Nations qualification,ZAF,CMR,0,0,False,ZAF,1656.7,1681.8
2016-03-29,2016,FIFA World Cup qualification,TJK,KGZ,0,1,False,TJK,1452.1,1412.4
2016-03-29,2016,African Cup of Nations qualification,SDN,CIV,1,1,False,SDN,1399.9,1798.3
2016-03-29,2016,CFU Caribbean Cup qualification,SUR,GLP,3,2,False,SUR,1444.8,1537.9
2016-03-29,2016,Friendly,SWE,CZE,1,1,False,SWE,1699.0,1678.5
2016-03-29,2016,Friendly,CHE,BIH,0,2,False,CHE,1741.5,1680.3
2016-03-29,2016,African Cup of Nations qualification,TGO,TUN,0,0,False,TGO,1455.2,1673.9
2016-03-29,2016,African Cup of Nations qualification,UGA,BFA,0,0,False,UGA,1603.6,1540.7
2016-03-29,2016,FIFA World Cup qualification,ARE,SAU,1,1,False,ARE,1737.2,1644.2
2016-03-29,2016,FIFA World Cup qualification,URY,PER,1,0,False,URY,1927.0,1736.5
2016-03-29,2016,FIFA World Cup qualification,USA,GTM,4,0,False,USA,1747.5,1596.8
2016-03-29,2016,FIFA World Cup qualification,UZB,BHR,1,0,False,UZB,1769.0,1553.6
2016-03-29,2016,FIFA World Cup qualification,VEN,CHL,1,4,False,VEN,1584.7,1913.3
2016-03-29,2016,CFU Caribbean Cup qualification,VIR,GRD,1,2,False,VIR,1190.9,1328.0
2016-03-29,2016,FIFA World Cup qualification,TTO,VCT,6,0,False,TTO,1693.3,1369.7
2016-03-29,2016,Friendly,MYS,MAC,0,0,False,MYS,1323.7,1080.8
2016-03-29,2016,CFU Caribbean Cup qualification,KNA,ATG,1,0,False,KNA,1502.5,1442.5
2016-03-29,2016,African Cup of Nations qualification,MWI,GIN,1,2,False,MWI,1445.5,1641.3
2016-03-29,2016,African Cup of Nations qualification,NAM,BDI,1,3,False,NAM,1478.2,1401.0
2016-03-29,2016,Friendly,LUX,ALB,0,2,False,LUX,1218.5,1568.1
2016-03-29,2016,FIFA World Cup qualification,AFG,SGP,2,1,True,,1418.0,1405.4
2016-03-29,2016,African Cup of Nations qualification,AGO,COD,0,2,False,AGO,1495.4,1624.4
2016-03-29,2016,FIFA World Cup qualification,ARG,BOL,2,0,False,ARG,2003.1,1563.1
2016-03-29,2016,FIFA World Cup qualification,AUS,JOR,5,1,False,AUS,1778.6,1660.3
2016-03-29,2016,Friendly,AUT,TUR,1,2,False,AUT,1736.7,1741.9
2016-03-29,2016,FIFA World Cup qualification,CHN,QAT,2,0,False,CHN,1646.3,1661.3
2016-03-29,2016,FIFA World Cup qualification,COL,ECU,3,1,False,COL,1922.6,1856.1
2016-03-29,2016,FIFA World Cup qualification,CRI,JAM,3,0,False,CRI,1795.8,1649.7
2016-03-29,2016,CFU Caribbean Cup qualification,DOM,BRB,2,0,False,DOM,1426.8,1381.2
2016-03-29,2016,African Cup of Nations qualification,EGY,NGA,1,0,False,EGY,1702.5,1675.4
2016-03-29,2016,Friendly,ENG,NLD,1,2,False,ENG,1908.4,1826.4
2016-03-29,2016,Friendly,EST,SRB,0,1,False,EST,1475.9,1617.4
2016-03-29,2016,African Cup of Nations qualification,ETH,DZA,3,3,False,ETH,1384.3,1738.1
2016-03-29,2016,Friendly,FRA,RUS,4,2,False,FRA,1909.6,1722.8
2016-03-29,2016,CFU Caribbean Cup qualification,GUF,CUB,3,0,False,GUF,1502.6,1476.6
2016-03-29,2016,CFU Caribbean Cup qualification,DMA,MTQ,1,4,False,DMA,1274.0,1592.3
2016-03-29,2016,Friendly,GEO,KAZ,1,1,False,GEO,1452.1,1358.5
2016-03-29,2016,African Cup of Nations qualification,GMB,MRT,0,0,False,GMB,1397.4,1441.4
2016-03-29,2016,African Cup of Nations qualification,LSO,SYC,2,1,False,LSO,1273.9,1235.6
2016-03-29,2016,FIFA World Cup qualification,LBN,MMR,1,1,False,LBN,1506.2,1372.3
2016-03-29,2016,FIFA World Cup qualification,JPN,SYR,5,0,False,JPN,1827.4,1648.4
2016-03-29,2016,Friendly,IRL,SVK,2,2,False,IRL,1737.6,1671.8
2016-03-29,2016,FIFA World Cup qualification,IRQ,VNM,1,0,True,,1612.3,1425.5
2016-03-29,2016,African Cup of Nations qualification,LBR,DJI,5,0,False,LBR,1437.0,1037.6
2016-03-29,2016,Friendly,MKD,BGR,0,2,False,MKD,1385.5,1537.4
2016-03-29,2016,FIFA World Cup qualification,IRN,OMN,2,0,False,IRN,1814.8,1594.4
2016-03-29,2016,FIFA World Cup qualification,IND,TKM,1,2,False,IND,1378.7,1504.1
2016-03-29,2016,FIFA World Cup qualification,HND,SLV,2,0,False,HND,1593.0,1595.7
2016-03-29,2016,Friendly,GRC,ISL,2,3,False,GRC,1559.4,1600.4
2016-03-29,2016,Friendly,GIB,LVA,0,5,False,GIB,1323.3,1397.0
2016-03-29,2016,Friendly,DEU,ITA,4,1,False,DEU,2000.2,1815.0
2016-04-27,2016,Friendly,MTQ,PAN,0,2,False,MTQ,1607.8,1740.4
2016-05-14,2016,Muratti Vase,JEY,GGY,1,0,False,JEY,1539.4,1655.1
2016-05-20,2016,Friendly,HUN,CIV,0,0,False,HUN,1629.2,1784.4
2016-05-21,2016,Friendly,BWA,LSO,2,1,False,BWA,1450.5,1286.3
2016-05-22,2016,Friendly,ENG,TUR,2,1,False,ENG,1893.5,1754.5
2016-05-22,2016,Friendly,PRI,USA,1,3,False,PRI,1383.1,1761.8
2016-05-23,2016,Friendly,PER,TTO,4,0,False,PER,1730.2,1700.2
2016-05-25,2016,Friendly,ROU,COD,1,1,True,,1701.9,1651.9
2016-05-25,2016,Friendly,SRB,CYP,2,1,False,SRB,1626.2,1344.2
2016-05-26,2016,Friendly,AZE,AND,0,0,True,,1375.3,958.6
2016-05-27,2016,Friendly,TGO,ZMB,1,0,False,TGO,1461.8,1624.6
